Unnamed: 0,Jz,kepid,age,feh_x,logg_x,period,teff_x,tm_designation,teff_y,teff_err1,teff_err2,logg_y,logg_err1,logg_err2,feh_y,feh_err1,feh_err2,mass,mass_err1,mass_err2,radius,radius_err1,radius_err2,dens,dens_err1,dens_err2,prov_sec,kepmag,dist,dist_err1,dist_err2,nconfp,nkoi,ntce,datalink_dvr,st_delivname,st_vet_date_str,ra,dec,st_quarters,teff_prov,logg_prov,feh_prov,jmag,jmag_err,hmag,hmag_err,kmag,kmag_err,dutycycle,dataspan,mesthres01p5,mesthres02p0,mesthres02p5,mesthres03p0,mesthres03p5,mesthres04p5,mesthres05p0,mesthres06p0,mesthres07p5,mesthres09p0,mesthres10p5,mesthres12p0,mesthres12p5,mesthres15p0,rrmscdpp01p5,rrmscdpp02p0,rrmscdpp02p5,rrmscdpp03p0,rrmscdpp03p5,rrmscdpp04p5,rrmscdpp05p0,rrmscdpp06p0,rrmscdpp07p5,rrmscdpp09p0,rrmscdpp10p5,rrmscdpp12p0,rrmscdpp12p5,rrmscdpp15p0,av,av_err1,av_err2,tgas_hip,tgas_tycho2_id,tgas_solution_id,tgas_source_id,tgas_random_index,tgas_ref_epoch,tgas_ra,tgas_ra_error,tgas_dec,tgas_dec_error,tgas_parallax,tgas_parallax_error,tgas_pmra,tgas_pmra_error,tgas_pmdec,tgas_pmdec_error,tgas_ra_dec_corr,tgas_ra_parallax_corr,tgas_ra_pmra_corr,tgas_ra_pmdec_corr,tgas_dec_parallax_corr,tgas_dec_pmra_corr,tgas_dec_pmdec_corr,tgas_parallax_pmra_corr,tgas_parallax_pmdec_corr,tgas_pmra_pmdec_corr,tgas_astrometric_n_obs_al,tgas_astrometric_n_obs_ac,tgas_astrometric_n_good_obs_al,tgas_astrometric_n_good_obs_ac,tgas_astrometric_n_bad_obs_al,tgas_astrometric_n_bad_obs_ac,tgas_astrometric_delta_q,tgas_astrometric_excess_noise,tgas_astrometric_excess_noise_sig,tgas_astrometric_primary_flag,tgas_astrometric_relegation_factor,tgas_astrometric_weight_al,tgas_astrometric_weight_ac,tgas_astrometric_priors_used,tgas_matched_observations,tgas_duplicated_source,tgas_scan_direction_strength_k1,tgas_scan_direction_strength_k2,tgas_scan_direction_strength_k3,tgas_scan_direction_strength_k4,tgas_scan_direction_mean_k1,tgas_scan_direction_mean_k2,tgas_scan_direction_mean_k3,tgas_scan_direction_mean_k4,tgas_phot_g_n_obs,tgas_phot_g_mean_flux,tgas_phot_g_mean_flux_error,tgas_phot_g_mean_mag,tgas_phot_variable_flag,tgas_l,tgas_b,tgas_ecl_lon,tgas_ecl_lat,tgas_match_distance,parallax_snr
231,0.26317058574508423,4815548.0,1.0957512633471769,-0.3805088203734682,4.415246438670292,12.708239141104741,5585.0099054317725,2MASS J18575724+3957295,5585,164.0,-139.0,4.409,0.141,-0.381,-0.38,0.34,-0.26,0.773,0.152,-0.051,0.91,0.5710000000000001,-0.142,1.4469999999999998,0.9006,-1.077,DSEP,11.421,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,284.48853,39.958221,11110111011101110,PHO1,KIC0,KIC0,10.215,0.021,9.847,0.022,9.788,0.017,0.6924,1426.3129999999999,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,53.004,51.792,53.119,53.519,54.852,56.31800000000001,56.848,58.669,62.607,65.983,69.204,72.804,74.282,83.37100000000002,,,,-2147483648,b'3123-789-1  ',1635378410781933568,2103394399960444928,741258,2015.0,284.48856799731897,0.17581549585198394,39.95831728095228,0.2328304528369004,6.104442558412567,0.32545726929574903,8.3402096569401,1.601153613838968,23.44456602699077,0.779378234826429,0.1979351490736008,0.0379645898938179,-0.1984585076570511,-0.2556705176830292,0.7040826678276062,-0.6333979368209839,-0.473170816898346,-0.8232782483100891,-0.15337516367435455,-0.09710779041051863,89,89,88,84,1,5,,0.5056965574552117,321.2355362595252,False,5.002215385437012,3.775805950164795,3.601294156396761e-05,5,12,False,0.3397288918495178,0.1885816603899002,0.13679437339305878,0.23458382487297055,-111.28842163085938,10.017584800720217,10.118730545043944,-30.79859733581543,97,493023.50963587064,1358.2848040893766,11.292600991500946,b'NOT_AVAILABLE',70.12881809702256,15.869818425596025,294.26439909453967,62.182546358196824,5.798222191522707e-06,18.75651009922703
36,1.1064610357722842,10750227.0,0.7881511309702719,-0.2000304320916262,4.513410679840323,10.270088589305145,5658.944264500767,2MASS J19524616+4805207,5659,150.0,-132.0,4.519,0.045,-0.282,-0.2,0.28,-0.26,0.885,0.106,-0.077,0.856,0.366,-0.077,1.987,0.4192,-1.259,DSEP,11.023,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,298.19235,48.089111,11111101110111011,PHO1,KIC0,KIC0,9.87,0.021,9.602,0.015,9.506,0.019,0.6988,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,38.06,36.343,36.807,36.563,37.133,37.831,38.314,39.771,42.345,44.688,47.245,50.377,51.59,58.578,,,,-2147483648,b'3562-419-1  ',1635378410781933568,2086467315372114688,1363289,2015.0,298.19235630915574,0.11990997114599868,48.089203701601505,0.20524960454422173,4.431206698079149,0.2362738164215312,1.2779374166752886,1.394951827171795,24.2119282265793,0.8679850259960732,0.2162371426820755,0.35196900367736816,-0.3622915744781494,-0.04251141101121903,0.7460980415344238,-0.7506561875343323,0.2612380385398865,-0.7862346768379211,0.22714298963546756,-0.6621191501617432,99,99,97,93,2,6,,0.2483011735793601,135.67171686642024,False,2.6060469150543213,14.301292419433596,3.680814916151576e-05,5,14,False,0.4455202519893646,0.3747251331806183,0.20688962936401367,0.16506795585155487,-64.63624572753906,56.08982849121094,18.059228897094727,39.93225860595703,116,698283.7102812728,849.0442378397488,10.91469028673983,b'NOT_AVAILABLE',82.00046229278807,10.494333656385033,322.27433414805284,66.48559987867195,8.256441322088727e-06,18.754539818214663
89,4.259986397913727,11244118.0,3.8042597913222505,0.3499999999999999,4.095,26.84759651830211,5745.0,2MASS J19272048+4857121,5745,84.0,-84.0,4.095,0.008,-0.008,0.35,0.09,-0.09,1.26,0.07,-0.07,1.67,0.04,-0.04,0.3848,0.00986,-0.009578,MULT10,9.736,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,291.83533,48.953381,11111111111111111,SPE6,AST10,SPE6,8.675,0.025,8.351,0.018000000000000002,8.294,0.013,0.8752,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,40.88,38.04,37.295,35.845,34.909,32.928000000000004,31.989,30.619,29.286,28.431,28.127,27.905,27.794,27.817,,,,-2147483648,b'3551-149-1  ',1635378410781933568,2129724233108952192,176468,2015.0,291.8354054869027,0.2844382954275649,48.952988489944104,0.2254488228031417,6.26099848696531,0.33489617192042537,5.002320045522385,0.8081523826791001,-83.62884767299832,0.8343693111136653,-0.4397320151329041,-0.693681538105011,-0.36450040340423584,0.3282177448272705,0.8053722381591797,-0.4025676250457764,-0.8273851275444031,-0.3297418057918549,-0.6336824297904968,0.3183157742023468,80,80,78,78,2,2,,0.30831152496253283,119.69737969661641,False,3.1510601043701167,9.479727745056152,2.1861254936084148e-05,5,12,False,0.287507563829422,0.07900623977184296,0.13876956701278687,0.3723422288894653,-162.32839965820312,-73.07062530517578,-20.31983184814453,5.163152694702148,87,2218392.2329395097,5337.643121239251,9.659674223801504,b'NOT_AVAILABLE',80.83433201358491,14.637722623089692,313.29052215793206,69.13295834342468,5.259505285364493e-05,18.695342055008574
504,7.822623113675469,9410862.0,11.003538152798052,-0.20000000000000004,4.316001396223975,22.8701332687634,6230.0,2MASS J19375669+4557522,6230,53.0,-53.0,4.316,0.012,-0.013,-0.2,0.3,-0.3,1.12,0.1,-0.11,1.22,0.04,-0.05,0.8776,0.02986,-0.02916,MULT10,10.715,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,294.48624,45.964512,11111111111111111,PHO10,AST10,PHO10,9.705,0.022,9.426,0.018000000000000002,9.375,0.015,0.8749,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,28.883000000000006,26.202,25.291,23.846,23.159,21.599,20.97,19.95,19.012,18.238,17.897000000000006,17.754,17.747,17.625,,,,-2147483648,b'3556-909-1  ',1635378410781933568,2128094344560007680,1852711,2015.0,294.48640152173436,0.14167823805292107,45.96479308993326,0.2449989542959263,4.944460218161906,0.26606855626738685,27.825363574044765,0.8401246608456303,64.98452945777953,0.7018841753861951,-0.1981297880411148,-0.061024725437164314,-0.507154643535614,0.3535814583301544,0.7876660823822021,-0.3990088999271393,-0.6694825291633606,-0.6546964049339294,-0.4182806313037872,-0.16780203580856326,89,89,88,87,1,2,,0.2861118986271397,110.9339614918078,False,2.9478132724761963,10.110936164855957,2.558942651376128e-05,5,13,False,0.19225408136844635,0.3461894392967224,0.21996793150901794,0.05168484151363373,-93.91374206542969,60.60611343383789,22.424367904663086,-9.55299472808838,104,955744.2491406507,380.26868587820536,10.573915830134053,b'NOT_AVAILABLE',78.87804601840692,11.720335483691898,314.3791002383057,65.67400473607282,1.0952544515329203e-05,18.58340680133938
367,0.4376099167215292,7421401.0,1.3483999422253126,0.0591308695162857,4.399780795618336,15.47387775820376,5582.050626316815,2MASS J18520163+4302172,5582,145.0,-132.0,4.401,0.106,-0.242,0.06,0.22,-0.26,0.919,0.10099999999999999,-0.067,1.001,0.361,-0.127,1.291,0.5866,-0.7474,DSEP,11.466,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,283.0068100000001,43.038132,11111111111111111,PHO1,KIC0,KIC0,10.254,0.022,9.916,0.018000000000000002,9.856,0.016,0.8752,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,47.253,45.057,45.728,45.7,46.416,46.18,45.674,45.447,45.731,46.037,46.682,47.408,47.894,50.488,,,,-2147483648,b'3127-73-1   ',1635378410781933568,2104999343337767424,216811,2015.0,283.0068061586562,0.13463759995619065,43.03802303954415,0.21947227281667453,5.192411179068545,0.28033745596045473,-0.762855951646779,1.0359929861999038,-14.124644244769733,0.5740090036679121,0.4587319493293762,0.4670698046684265,-0.5549612045288086,-0.3179810345172882,0.7305099964141846,-0.6699637770652771,-0.624578595161438,-0.8783357739448547,-0.31989896297454834,0.14767304062843326,103,103,103,99,0,4,,0.3663595176263604,176.85445748642346,False,3.688905477523804,6.937070369720459,3.26545923599042e-05,5,16,False,0.18564170598983765,0.1263679563999176,0.2162824720144272,0.11774639040231705,-100.11185455322266,64.01993560791016,28.566823959350586,42.31225204467773,120,479137.1256162207,1045.0070426620173,11.323620505899994,b'NOT_AVAILABLE',72.69939948258906,18.030836133135857,293.3033538810524,65.42845369955566,5.010914434798565e-05,18.522002924222164
16,0.6658955733640366,10426752.0,4.329711198397453,-0.5409281280076312,4.5161880122773095,18.47092254075952,5915.885720268576,2MASS J19563566+4732291,5916,154.0,-141.0,4.511,0.056,-0.292,-0.54,0.3,-0.26,0.846,0.113,-0.065,0.846,0.369,-0.079,1.97,0.4929,-1.267,DSEP,11.571,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,299.14859,47.541431,11111101110111011,PHO1,KIC0,KIC0,10.543,0.03,10.194,0.031,10.186,0.025,0.6987,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,43.039,39.087,37.688,35.65,34.481,32.181,31.241,29.889,28.547,27.831,27.459,27.256,27.259,27.29,,,,-2147483648,b'3562-1267-1 ',1635378410781933568,2085696557720789248,1876820,2015.0,299.1487150933811,0.13316848763679126,47.541468332668884,0.19039812431170436,4.3832557774653536,0.2369011733498988,17.78828803745189,0.9790693665855084,8.138829424920695,0.6579348930139048,0.433754563331604,0.4958367645740509,-0.6029996275901794,-0.2376500517129898,0.6070713996887207,-0.5871290564537048,-0.4722729623317719,-0.8578662872314453,-0.07140035927295685,-0.06403771787881851,125,125,125,118,0,7,,0.29912127625987384,128.1641224860139,False,3.0667223930358887,10.32648468017578,2.8586546250153333e-05,5,19,False,0.3128300011157989,0.22339406609535215,0.17996376752853396,0.14824070036411285,-98.06852722167969,68.41802215576172,47.50864791870117,27.804353713989254,151,419523.9219857426,258.4815661792673,11.46787823859147,b'NOT_AVAILABLE',81.8385046773041,9.665473256065686,323.03587469554964,65.69996933776646,1.0879067068654093e-05,18.502465460529244
244,3.9292971183477636,4555954.0,1.483139161109864,0.1593837293343686,4.040636263477471,16.255723493269638,5635.87025027941,2MASS J19200212+3940142,5636,164.0,-149.0,4.04,0.313,-0.219,0.16,0.2,-0.26,1.061,0.26,-0.141,1.63,0.684,-0.555,0.3455,0.73,-0.1977,DSEP,11.925999999999998,,,,0,0,1,004/004555/004555954/dv/kplr004555954-20141002224145_dvr.pdf,q1_q17_dr24_stellar,2015-01-15,290.00885,39.67062,11111111111111111,PHO1,KIC0,KIC0,10.677,0.022,10.315,0.021,10.233,0.017,0.8752,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,47.523,44.486,44.133,42.935,42.87300000000001,42.374,42.278,42.802,44.227,45.803,47.844,50.192,51.055,56.444,,,,-2147483648,b'3138-1576-1 ',1635378410781933568,2100996193300714752,1830554,2015.0,290.0088658904696,0.15015107327513594,39.670762481353506,0.2043704499038128,5.21956074605771,0.28609022264129336,2.1345750041095286,1.120302737463306,31.88777967773914,1.036736041046599,0.4005768299102783,0.3696475028991699,-0.6304457783699036,-0.450412929058075,0.6988821625709534,-0.6941516995429993,-0.7200382351875305,-0.8565780520439148,-0.6606830954551697,0.6361657977104187,94,94,94,87,0,7,,0.37720346266830695,80.95445392788896,False,3.790177345275879,6.641268253326416,2.6501400498091243e-05,5,13,False,0.30846813321113586,0.20219512283802032,0.2770048677921295,0.3082984685897827,-107.85974884033205,85.03958129882812,-8.099753379821777,0.8599385023117065,109,304322.81396762026,4254.530821096934,11.81643378622432,b'NOT_AVAILABLE',71.6299366664837,11.878092511282544,302.73784352422706,60.85567572141132,1.0178263277911369e-05,18.244456933441302
251,1.6337455056187202,5091897.0,4.595314465833856,-0.4414031151136075,4.495755976337214,22.974726928950318,5719.6714016623155,2MASS J19181670+4013494,5720,156.0,-131.0,4.493,0.07200000000000001,-0.284,-0.44,0.32,-0.24,0.812,0.11900000000000001,-0.06,0.846,0.379,-0.09,1.888,0.5889,-1.207,DSEP,11.014,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,289.56961,40.230389,11111111111111111,PHO1,KIC0,KIC0,9.869,0.02,9.538,0.016,9.477,0.018000000000000002,0.875,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,29.989,27.66,27.073,25.888,25.3,24.384,24.088,23.69,23.409,23.304,23.585,23.889,24.09,25.197,,,,-2147483648,b'3125-2882-1 ',1635378410781933568,2101258186307545216,446691,2015.0,289.5697644114215,0.15651377133206865,40.23038643663668,0.1954767953384586,4.927222316056486,0.27027488361943425,23.565982177629422,1.3951589735414809,-1.2152345944728564,0.7446536765001601,0.28577911853790283,0.06853368878364563,-0.0768873542547226,-0.535925030708313,0.6467645168304443,-0.6932879090309143,-0.2548409998416901,-0.8496947884559631,0.007753805723041295,-0.21264132857322693,84,84,84,79,0,5,,0.34460158619357223,206.30969196326012,False,3.486391305923462,7.533249855041504,3.4704124118434265e-05,5,14,False,0.4147407710552216,0.07167466729879379,0.10779611021280287,0.11438915878534316,-76.28145599365234,13.929424285888672,37.97579193115234,14.989121437072756,115,696892.584039535,2407.510516259848,10.916855456306916,b'NOT_AVAILABLE',71.9998736330851,12.421871397199867,302.3916706845297,61.48704378888357,1.985241829939271e-05,18.230411387372406
126,0.4962091338623101,11971746.0,4.6452321236507625,-0.20000000000000004,4.2149654480356835,19.99796942403768,5952.0,2MASS J19432366+5021177,5952,75.0,-75.0,4.215,0.018000000000000002,-0.021,-0.2,0.3,-0.3,1.11,0.1,-0.17,1.35,0.05,-0.08,0.6297,0.02916,-0.02831,MULT10,10.716,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,295.8486,50.354939,11111111111111111,PHO10,AST10,PHO10,9.622,0.019,9.418,0.018000000000000002,9.356,0.016,0.8751,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,33.733000000000004,30.426,29.037,27.22,26.101,24.228,23.448,22.341,21.193,20.487,20.015,19.719,19.621,19.124,,,,-2147483648,b'3565-165-1  ',1635378410781933568,2135346001702031104,241591,2015.0,295.84877332137995,0.10992899136943167,50.35505828548282,0.1793728323787631,4.2838594212152765,0.23641594773051414,24.324312750129014,1.1686970049391188,32.65981892770325,0.6867394602069989,0.5274367332458496,0.5454814434051514,-0.6539320349693298,-0.3839306831359863,0.8544617295265198,-0.800999104976654,-0.5471530556678772,-0.8933082818984985,-0.4713860750198364,0.467590719461441,83,83,81,80,2,3,,0.17446638658599262,55.98442465835306,False,1.9645031690597532,24.52477836608887,2.503369250916876e-05,5,15,False,0.4940019845962525,0.1181628406047821,0.17716482281684875,0.20832766592502594,-89.49529266357422,82.68716430664062,6.969043254852295,6.771116256713867,102,936192.9790327002,749.4174337478964,10.59635661429626,b'NOT_AVAILABLE',83.30140161032604,12.913583365760374,321.5954780214719,69.20773129942475,1.916726795558601e-05,18.120010356062625
17,3.290910247469981,10397567.0,2.221832547610778,-0.17993498607362168,4.447441473428289,22.348029465813394,5368.90452820362,2MASS J19145905+4731014,5370,170.0,-131.0,4.45,0.106,-0.325,-0.18,0.36,-0.26,0.784,0.146,-0.057,0.873,0.406,-0.107,1.6569999999999998,0.721,-1.123,DSEP,11.748,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,288.74603,47.517059,11111111111111111,PHO1,KIC0,KIC0,10.509,0.023,10.147,0.019,10.056,0.014,0.8753,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,49.983,48.68899999999999,50.39100000000001,51.38800000000001,53.444,55.52,55.649,56.163,57.03100000000001,57.335,57.596,58.083,58.35,60.107,,,,-2147483648,b'3546-297-1  ',1635378410781933568,2130911121554578432,2056571,2015.0,288.7458946426671,0.1333033546762224,47.51704673218976,0.19309976059813425,4.888925563123834,0.2706179971445633,-18.343445415026828,1.3071945836018224,-7.331349712375109,0.5462902649176204,0.5046100020408629,0.4623248875141144,-0.4410516619682312,-0.40536582469940186,0.8428139090538025,-0.7662725448608398,-0.5178391337394714,-0.9052950739860536,-0.2464398741722107,0.07063885778188705,63,63,63,58,0,5,,0.22248502833666275,37.23308477374492,False,2.37692928314209,18.40471839904785,3.447024937486276e-05,5,11,False,0.25018894672393804,0.29626771807670593,0.1876564472913742,0.2333428412675857,-130.83158874511722,10.61319351196289,34.296615600585945,-31.751976013183594,71,361341.44167840155,951.0850046816603,11.629975631411376,b'NOT_AVAILABLE',78.61115729776094,15.940215793560435,306.4907557826084,68.59425846070978,2.363684719903825e-05,18.065781340153016
243,3.16959023968724,4447405.0,0.6065595044350427,0.2004740595085525,4.024609066321196,12.856252565914355,5250.962287641447,2MASS J19032437+3931246,5251,172.0,-152.0,4.023,0.454,-0.354,0.2,0.2,-0.26,0.9570000000000001,0.264,-0.087,1.577,1.159,-0.68,0.3437,1.379,-0.2561,DSEP,12.18,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,285.85156,39.52351,11111111111111111,PHO1,KIC0,KIC0,10.844,0.022,10.451,0.021,10.347,0.018000000000000002,0.875,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,62.892,58.668,57.879,56.342,55.721,54.565,54.11,54.191,54.785,55.33600000000001,56.77,58.727,59.534,64.044,,,,-2147483648,b'3124-1476-1 ',1635378410781933568,2100287729855847552,85274,2015.0,285.85160109684415,0.15256648442335688,39.52367119398863,0.22548025592011506,5.279752432185194,0.29255716749022964,9.832678321340882,1.1925024839825542,35.51073758379506,0.7760257139792387,0.32814642786979675,0.2841233313083649,-0.4383784532546997,-0.2907289564609528,0.6471491456031799,-0.6161425113677979,-0.5497090816497803,-0.8268899321556091,-0.27673476934432983,0.12863263487815854,125,125,125,116,0,9,,0.543193533262242,149.11237519813596,False,5.358794689178467,3.339217185974121,2.6070372769027014e-05,5,18,False,0.3537720441818237,0.10799840837717056,0.14377465844154358,0.12202712893486024,-104.5186996459961,72.9749984741211,12.321979522705078,-18.343441009521484,149,239843.42516284442,113.867567258029,12.074950519756673,b'NOT_AVAILABLE',70.13419577158263,14.735202340384099,296.2283927203743,61.5273460238485,1.6155965929381304e-05,18.046908498187857
169,1.6817497053818364,2722192.0,1.6129542394642744,0.08182679767969038,4.135061023575576,13.819899521912838,5877.127728315044,2MASS J19334305+3759516,5877,154.0,-164.0,4.135,0.232,-0.239,0.08,0.22,-0.28,1.073,0.262,-0.13699999999999998,1.467,0.696,-0.386,0.4781,0.6247,-0.2914,DSEP,11.353,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,293.42938,37.997681,11111111111111111,PHO1,KIC0,KIC0,10.239,0.022,9.925,0.02,9.868,0.018000000000000002,0.875,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,53.88399999999999,53.091,55.301,56.35,58.393,59.735,59.804,61.03,63.351000000000006,65.171,67.589,70.861,72.005,78.42699999999998,,,,-2147483648,b'3135-201-1  ',1635378410781933568,2052047722340031360,1949821,2015.0,293.42942048334834,0.1592766469882638,37.9977693709484,0.22131359061054653,5.00847469693611,0.2807671167917406,8.325730656978276,1.1210909690171378,22.419707409496933,1.004483462312468,0.6357390284538269,0.6056517362594604,-0.7516674399375916,-0.5361238121986389,0.6419809460639954,-0.7069516777992249,-0.7034474611282349,-0.8843222856521606,-0.4083927273750305,0.5546250939369202,94,94,93,90,1,4,,0.3632946174383674,210.53850589748643,False,3.660321474075317,6.868453025817871,2.4436954845441505e-05,5,16,False,0.2893940210342407,0.28183725476264954,0.07587900012731552,0.35809460282325745,-125.2885513305664,-72.63665771484375,34.097518920898445,2.8889284133911133,120,519080.4674648578,1473.6819470103778,11.236683346160028,b'NOT_AVAILABLE',71.32409526446592,8.746709549444152,306.82199079966784,58.4788831740379,5.763799645638798e-06,17.838537340721256
422,1.068872408524949,8242135.0,0.3971925437577529,-0.020647822788533263,4.178824276940188,5.79023187650205,5983.992747994691,2MASS J19392887+4407219,5984,154.0,-172.0,4.18,0.21,-0.26,-0.02,0.23,-0.3,1.0590000000000002,0.257,-0.133,1.384,0.713,-0.329,0.5622,0.6296,-0.3584,DSEP,11.747,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,294.87033,44.122749,11111111111111111,PHO1,KIC0,KIC0,10.66,0.02,10.374,0.018000000000000002,10.308,0.014,0.875,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.888,7.1,7.1,7.1,7.1,56.07,55.677,58.244,59.422,61.808,64.44,65.676,69.35,75.25,80.24600000000002,85.53299999999999,91.678,94.221,108.372,,,,-2147483648,b'3147-704-1  ',1635378410781933568,2078316051558879616,1841576,2015.0,294.87039465769425,0.1263855622536468,44.12284720892676,0.19333034818594186,4.403369991324282,0.2474744501134346,10.490876553322584,1.0936918476833517,17.83932940786189,0.8840647294001956,0.5510609745979309,0.6155483722686768,-0.7277659773826599,-0.5529524087905884,0.700016975402832,-0.7197221517562866,-0.720475435256958,-0.903339684009552,-0.5825413465499878,0.600410521030426,106,106,105,101,1,5,,0.2757856259816289,108.02155130933599,False,2.853867053985596,12.313224792480467,3.008707244589459e-05,5,16,False,0.4415450394153595,0.3207857012748718,0.11081652343273164,0.2462788969278336,-107.4693374633789,88.42814636230469,-2.007150411605835,12.66207218170166,129,357165.540134598,258.0502363233757,11.642596186698803,b'NOT_AVAILABLE',77.33796305656166,10.632361152477662,313.27947419648115,63.87206910985221,2.403082804327643e-05,17.79323073273186
324,0.2094282075211477,6705706.0,3.760648544824244,-0.5592607702490021,4.2919522346509,14.943362496813581,5984.001521113524,2MASS J19421369+4209255,5984,152.0,-148.0,4.292,0.201,-0.217,-0.56,0.3,-0.26,0.8340000000000001,0.129,-0.052000000000000005,1.081,0.35200000000000004,-0.222,0.9293,0.9163,-0.505,DSEP,11.163,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,295.55707,42.157101,11111111111111111,PHO1,KIC0,KIC0,10.092,0.023,9.799,0.019,9.769,0.015,0.8753,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,36.33,34.25,34.139,33.533,33.613,33.479,33.372,33.718,34.805,36.114,37.651,39.577,40.264,44.205,,,,-2147483648,b'3144-1710-1 ',1635378410781933568,2077108993953740160,1230020,2015.0,295.55698861013315,0.14695436367519682,42.15693027648778,0.18783161704638046,4.776761553175954,0.26886794565345024,-8.358533636893457,0.9072836314867504,-36.792935893688785,0.7730699153530771,0.05177311971783638,0.10512688755989076,-0.5797285437583923,-0.08906865864992143,0.8788572549819946,-0.6665538549423218,-0.7383179068565369,-0.7791399359703064,-0.7040406465530396,0.573119044303894,82,82,79,80,3,2,,0.22071896033650626,93.55928104434808,False,2.361412048339844,17.55934715270996,2.4949276848929003e-05,5,12,False,0.16709578037261966,0.10528387874364853,0.3427930772304535,0.5365744233131409,-108.5616683959961,87.41142272949219,-0.9503514766693116,1.4684712886810305,98,607878.9574432875,1049.9989691867204,11.065227288964062,b'NOT_AVAILABLE',75.81518392660195,9.266263063226207,312.6962435705458,61.86083145457992,3.088834199856358e-05,17.766199468540687
83,2.639501936643664,11413285.0,10.669859710169128,-0.5603267892076371,4.595509522316736,36.36797357614932,5662.168748563077,2MASS J19461524+4913334,5663,166.0,-134.0,4.597,0.032,-0.254,-0.56,0.34,-0.28,0.7979999999999999,0.1,-0.069,0.7440000000000001,0.321,-0.05,2.73,0.4126,-1.67,DSEP,10.727,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,296.56354,49.22596,11111111111111111,PHO1,KIC0,KIC0,9.573,0.024,9.245,0.033,9.163,0.019,0.8753,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,31.622,29.252,28.733,27.44,26.744,25.171,24.582,23.475,22.32,21.437,20.986,20.726,20.688,20.524,,,,-2147483648,b'3565-1184-1 ',1635378410781933568,2086842283194130816,1582940,2015.0,296.56347037988905,0.14885295853939165,49.225969576042026,0.2584701800083362,4.960609468792894,0.2802798967214227,-9.808831591426241,0.9067829540463928,6.807295386939478,0.7724116299821114,-0.14954742789268494,-0.019665984436869618,-0.5220749974250793,0.2992051839828491,0.8139647245407104,-0.4440543055534363,-0.6713981032371521,-0.6755410432815552,-0.4462259113788605,-0.0621052198112011,79,79,77,77,2,2,,0.3123879098222182,154.26607108322006,False,3.18855094909668,8.895425796508789,1.9300194253446534e-05,5,14,False,0.31270459294319153,0.2676583230495453,0.17674648761749268,0.1090247482061386,-103.13007354736328,66.26418304443361,15.736273765563965,4.128683090209962,95,927391.8973212448,685.4389447663248,10.606611821042122,b'NOT_AVAILABLE',82.49435171377986,11.98264769008109,321.2131315464648,67.99601907735033,1.934196037904788e-05,17.698770146627282
